Identifier (RIC),Company Name,Exchange Name,Market Cap,IPO Date,Ticker Symbol,Trading Symbol,"Price Close
(USD)"
AVT.OQ,Avnet Inc,Nasdaq Stock Exchange Global Select Market,"7,410,369,273.91",30/12/1960,AVT,AVT,90.29
AXTA.N,Axalta Coating Systems Ltd.,New York Stock Exchange,"7,835,272,090.17",12/11/2014,AXTA,AXTA,36.61
ACLS.OQ,"Axcelis Technologies, Inc.",Nasdaq Stock Exchange Global Select Market,"3,716,896,016.04",11/07/2000,ACLS,ACLS,120.36
AXS.N,AXIS Capital Holdings Limited,New York Stock Exchange,"7,297,361,363.17",01/07/2003,AXS,AXS,100.01
AXON.OQ,"Axon Enterprise, Inc.",Nasdaq Stock Exchange Global Select Market,"49,350,104,864.20",08/05/2001,AXON,AXON,607.48
AX.N,"Axos Financial, Inc.",New York Stock Exchange,"5,564,553,303.36",15/03/2005,AX,AX,98.08
AXTI.OQ,"AXT, Inc.",Nasdaq Stock Exchange Global Select Market,"4,274,061,958.16",21/05/1998,AXTI,AXTI,65.18
AZTA.OQ,"Azenta, Inc.",Nasdaq Stock Exchange Global Select Market,"1,470,647,753.01",02/02/1995,AZTA,AZTA,33.57
AZZ.N,AZZ Inc,New York Stock Exchange,"4,228,546,705.71",17/03/1980,AZZ,AZZ,140.71
BGS.N,B&G Foods Inc,New York Stock Exchange,"286,903,118.63",23/05/2007,BGS,BGS,3.53
BW.N,"Babcock & Wilcox Enterprises, Inc.",New York Stock Exchange,"1,121,706,946.98",16/06/2015,BW,BW,7.53
BMI.N,"Badger Meter, Inc.",New York Stock Exchange,"3,975,546,066.05",17/03/1980,BMI,BMI,137.15
BIDU.OQ,"Baidu, Inc.",Nasdaq Stock Exchange Global Select Market,"33,195,684,367.20",05/08/2005,BIDU,BIDU,93.26
BKR.OQ,Baker Hughes Company,Nasdaq Stock Exchange Global Select Market,"61,545,792,402.00",04/06/1987,BKR,BKR,62.00
BCPC.OQ,Balchem Corporation,Nasdaq Stock Exchange Global Select Market,"5,731,349,395.59",03/06/1986,BCPC,BCPC,179.79
BALL.N,Ball Corp,New York Stock Exchange,"16,954,250,015.85",17/12/1973,BALL,BALL,64.05
BANC.N,"Banc of California, Inc.",New York Stock Exchange,"2,981,612,137.00",23/08/2002,BANC,BANC,18.82
BANF.OQ,BancFirst Corp,Nasdaq Stock Exchange Global Select Market,"3,756,339,691.00",01/04/1993,BANF,BANF,111.80
TBBK.OQ,Bancorp Inc,Nasdaq Stock Exchange Global Select Market,"2,704,165,436.70",02/02/2004,TBBK,TBBK,66.30
BAC.N,Bank of America Corporation,New York Stock Exchange,"435,158,730,753.95",05/06/1979,BAC,BAC,62.23
BOH.N,Bank of Hawaii Corporation,New York Stock Exchange,"3,047,543,091.00",17/03/1980,BOH,BOH,77.25
BMRC.OQ,Bank of Marin Bancorp,Nasdaq Stock Exchange Global Select Market,"433,681,961.44",05/07/1973,BMRC,BMRC,26.78
BNY.N,Bank of New York Mellon Corp,New York Stock Exchange,"110,650,455,477.36",02/07/2007,BNY,BNY,163.08
OZK.OQ,Bank Ozk,Nasdaq Stock Exchange Global Select Market,"5,394,090,962.46",17/07/1997,OZK,OZK,49.47
BKU.N,"BankUnited, Inc.",New York Stock Exchange,"3,308,025,643.56",28/01/2011,BKU,BKU,46.44
BANR.OQ,Banner Corp,Nasdaq Stock Exchange Global Select Market,"2,391,178,197.24",01/11/1995,BANR,BANR,70.36
BZUN.OQ,Baozun Inc,Nasdaq Stock Exchange Global Select Market,"163,957,586.16",21/05/2015,BZUN,BZUN,2.82
BBDC.N,Barings BDC Inc,New York Stock Exchange,"979,009,365.40",15/02/2007,BBDC,BBDC,9.35
MCI.N,Barings Corporate Investors,New York Stock Exchange,"372,059,111.20",17/03/1980,MCI,MCI,18.41
BGH.N,Barings Global Short Duration High Yield Fund,New York Stock Exchange,"283,965,291.54",26/10/2012,BGH,BGH,14.14
MPV.N,Barings Participation Investors,New York Stock Exchange,"169,355,254.20",21/10/1988,MPV,MPV,16.17
BNED.N,Barnes & Noble Education Inc,New York Stock Exchange,"433,658,899.80",23/07/2015,BNED,BNED,12.51
BBSI.OQ,Barrett Business Services Inc,Nasdaq Stock Exchange Global Select Market,"823,269,064.60",11/06/1993,BBSI,BBSI,33.97
BSET.OQ,Bassett Furniture Industries Inc,Nasdaq Stock Exchange Global Select Market,"164,507,111.00",16/09/1954,BSET,BSET,19.00
BBWI.N,"Bath & Body Works, Inc.",New York Stock Exchange,"3,809,518,246.80",10/06/1982,BBWI,BBWI,18.90
BAX.N,Baxter International Inc.,New York Stock Exchange,"13,700,393,973.50",15/05/1961,BAX,BAX,26.50
BCML.OQ,BayCom Corp,Nasdaq Stock Exchange Global Select Market,"329,678,332.23",09/08/2004,BCML,BCML,30.19
BCIC.OQ,BCP Investment Corp,Nasdaq Stock Exchange Global Select Market,"94,982,610.84",12/12/2006,BCIC,BCIC,7.67
BBT.N,Beacon Financial Corporation,New York Stock Exchange,"2,657,808,087.06",28/06/2000,BBT,BBT,31.71
BZH.N,"Beazer Homes USA, Inc.",New York Stock Exchange,"884,162,706.22",23/02/1994,BZH,BZH,33.14
BDX.N,Becton Dickinson and Co,New York Stock Exchange,"51,810,693,228.00",25/09/1963,BDX,BDX,190.21
BELFA.OQ,Bel Fuse Inc.,Nasdaq Stock Exchange Global Select Market,"3,589,709,259.67",06/12/1983,BELFA,BELFA,210.70
BDC.N,Belden Inc.,New York Stock Exchange,"4,614,743,575.19",30/09/1993,BDC,BDC,118.09
BHE.N,Benchmark Electronics Inc,New York Stock Exchange,"2,597,729,554.56",27/06/1990,BHE,BHE,72.32
BRKa.N,Berkshire Hathaway Inc,New York Stock Exchange,"1,080,652,431,704.01",17/03/1980,BRK.A,BRK A,"756,927.83"
BBY.N,"Best Buy Co., Inc.",New York Stock Exchange,"18,429,477,497.44",20/07/1987,BBY,BBY,87.44
BGC.OQ,Bgc Group Inc,Nasdaq Stock Exchange Global Select Market,"5,658,051,611.80",16/05/1969,BGC,BGC,11.90
BGSF.N,BGSF Inc,New York Stock Exchange,"58,066,456.64",20/03/2014,BGSF,BGSF,5.44
BIO.N,"Bio-Rad Laboratories, Inc.",New York Stock Exchange,"10,272,286,276.72",17/03/1980,BIO,BIO,388.64
TECH.OQ,Bio-Techne Corporation,Nasdaq Stock Exchange Global Select Market,"11,350,504,066.44",09/02/1989,TECH,TECH,72.38
BCRX.OQ,"BioCryst Pharmaceuticals, Inc.",Nasdaq Stock Exchange Global Select Market,"2,511,910,082.15",04/03/1994,BCRX,BCRX,9.83
BIIB.OQ,Biogen Inc.,Nasdaq Stock Exchange Global Select Market,"32,663,976,337.86",17/09/1991,BIIB,BIIB,221.07
BMRN.OQ,BioMarin Pharmaceutical Inc.,Nasdaq Stock Exchange Global Select Market,"12,700,374,327.99",23/07/1999,BMRN,BMRN,65.61
BJRI.OQ,BJ's Restaurants Inc,Nasdaq Stock Exchange Global Select Market,"1,421,087,502.00",16/09/1982,BJRI,BJRI,66.80
BKH.N,Black Hills Corp,New York Stock Exchange,"5,625,956,742.98",17/03/1980,BKH,BKH,73.78
BSM.N,"Black Stone Minerals, L.P.",New York Stock Exchange,"3,148,116,450.80",01/05/2015,BSM,BSM,14.80
BLKB.OQ,"Blackbaud, Inc.",Nasdaq Stock Exchange Global Select Market,"2,137,419,667.73",22/07/2004,BLKB,BLKB,47.09
BHK.N,BlackRock Core Bond Trust,New York Stock Exchange,"656,518,196.16",28/11/2001,BHK,BHK,9.09
HYT.N,BlackRock Corporate High Yield Fund Inc,New York Stock Exchange,"1,620,044,729.28",28/05/2003,HYT,HYT,8.28
BTZ.N,BlackRock Credit Allocation Income Trust,New York Stock Exchange,"948,176,483.12",22/12/2006,BTZ,BTZ,10.16
DSU.N,BlackRock Debt Strategies Fund Inc,New York Stock Exchange,"603,647,811.28",30/03/1998,DSU,DSU,9.41
BGR.N,BlackRock Energy and Resources Trust,New York Stock Exchange,"433,264,030.42",23/12/2004,BGR,BGR,17.02
BDJ.N,BlackRock Enhanced Equity Dividend Trust,New York Stock Exchange,"1,735,827,399.09",26/08/2005,BDJ,BDJ,9.81
BOE.N,BlackRock Enhanced Global Dividend Trust,New York Stock Exchange,"693,889,560.00",26/05/2005,BOE,BOE,12.48
BGY.N,BlackRock Enhanced International Dividend Trust,New York Stock Exchange,"536,437,573.60",25/05/2007,BGY,BGY,5.92
CII.N,Blackrock Enhanced Large Cap Core Fund Inc,New York Stock Exchange,"1,072,935,875.95",28/04/2004,CII,CII,24.55
FRA.N,BlackRock Floating Rate Income Strategies Fund Inc,New York Stock Exchange,"386,947,557.36",29/10/2003,FRA,FRA,10.92
BGT.N,BlackRock Floating Rate Income Trust,New York Stock Exchange,"328,071,920.00",26/08/2004,BGT,BGT,11.00
BME.N,Blackrock Health Sciences Trust,New York Stock Exchange,"598,127,486.84",29/03/2005,BME,BME,46.28
BKT.N,Blackrock Income Trust Inc,New York Stock Exchange,"336,845,100.80",22/07/1988,BKT,BKT,10.40
BLW.N,BlackRock Ltd Duration Income Trust,New York Stock Exchange,"496,558,112.80",29/07/2003,BLW,BLW,12.70
BIT.N,Blackrock Multi-Sector Income Trust,New York Stock Exchange,"684,181,880.91",26/02/2013,BIT,BIT,11.99
MUA.N,BlackRock MuniAssets Fund Inc,New York Stock Exchange,"502,541,113.58",16/07/1993,MUA,MUA,9.97
BTT.N,BlackRock Municipal 2030 Target Term Trust,New York Stock Exchange,"1,438,570,542.71",29/08/2012,BTT,BTT,22.61
MUC.N,BlackRock Muniholdings California Quality Fund Inc,New York Stock Exchange,"1,328,837,006.55",22/09/1997,MUC,MUC,10.65
MHD.N,BlackRock MuniHoldings Fund Inc,New York Stock Exchange,"2,002,058,688.06",06/05/1997,MHD,MHD,11.47
MUJ.N,BlackRock Muniholdings New Jersy Quality Fund Inc,New York Stock Exchange,"649,921,897.56",18/03/1998,MUJ,MUJ,12.10
MIY.N,Blackrock Muniyield Michigan Quality Fund Inc,New York Stock Exchange,"365,736,522.34",04/11/1992,MIY,MIY,12.67
MYN.N,BlackRock MuniYield New York Quality Fund Inc,New York Stock Exchange,"916,763,347.78",16/03/1992,MYN,MYN,9.74
MPA.N,BlackRock MuniYield Pennsylvania Quality Fund,New York Stock Exchange,"142,963,915.20",04/11/1992,MPA,MPA,11.05
MYI.N,Blackrock Muniyield Quality Fund III Inc,New York Stock Exchange,"1,313,433,339.18",13/04/1992,MYI,MYI,10.77
MQY.N,BlackRock MuniYield Quality Fund Inc,New York Stock Exchange,"1,674,309,395.43",20/07/1992,MQY,MQY,11.11
BCX.N,BlackRock Resources and Commodities Strategy Trust,New York Stock Exchange,"1,001,006,121.70",29/03/2011,BCX,BCX,13.13
BST.N,BlackRock Science and Technology Trust,New York Stock Exchange,"1,724,543,343.73",29/10/2014,BST,BST,49.67
BBN.N,BlackRock Taxable Municipal Bond Trust,New York Stock Exchange,"981,265,122.32",27/08/2010,BBN,BBN,15.88
TCPC.OQ,BlackRock TCP Capital Corp,Nasdaq Stock Exchange Global Select Market,"346,518,460.75",04/04/2012,TCPC,TCPC,4.13
BUI.N,Blackrock Utilities Infrastructure & Power Opportunities Trust,New York Stock Exchange,"719,808,870.00",23/11/2011,BUI,BUI,27.12
BHV.N,BlackRock Virginia Municipal Bond Trust,New York Stock Exchange,"19,948,306.96",26/04/2002,BHV,BHV,12.56
BLK.N,"BlackRock, Inc.",New York Stock Exchange,"190,618,686,177.06",01/10/1999,BLK,BLK,"1,173.21"
BX.N,Blackstone Inc.,New York Stock Exchange,"171,052,910,651.20",22/06/2007,BX,BX,143.20
BGX.N,Blackstone Long-Short Credit Income Fund,New York Stock Exchange,"136,613,956.25",27/01/2011,BGX,BGX,10.75
BXMT.N,Blackstone Mortgage Trust Inc,New York Stock Exchange,"2,346,126,786.72",29/12/1980,BXMT,BXMT,13.92
BSL.N,Blackstone Senior Floating Rate 2027 Term Fund,New York Stock Exchange,"169,519,592.76",26/05/2010,BSL,BSL,13.02
BGB.N,Blackstone Strategic Credit 2027 Term Fund,New York Stock Exchange,"499,508,313.20",26/09/2012,BGB,BGB,11.18
BLX.N,Bladex Inc,New York Stock Exchange,"1,684,014,795.88",24/09/1992,BLX,BLX,54.52
XYZ.N,"Block, Inc.",New York Stock Exchange,"49,926,064,500.00",19/11/2015,XYZ,XYZ,84.85
BLMN.OQ,Bloomin' Brands Inc,Nasdaq Stock Exchange Global Select Market,"954,673,224.55",08/08/2012,BLMN,BLMN,11.15
BXC.N,BlueLinx Holdings Inc.,New York Stock Exchange,"650,590,161.09",14/12/2004,BXC,BXC,82.77
BPRE.N,Bluerock Private Real Estate Fund,New York Stock Exchange,"1,697,936,695.64",01/10/2012,BPRE,BPRE,11.87
DHF.N,BNY Mellon High Yield Strategies Fund,New York Stock Exchange,"171,658,220.24",24/04/1998,DHF,DHF,2.36
DMB.N,BNY Mellon Municipal Bond Infrastructure Fund Inc,New York Stock Exchange,"194,367,064.32",26/04/2013,DMB,DMB,10.56
DSM.N,BNY Mellon Strategic Municipal Bond Fund Inc,New York Stock Exchange,"288,169,268.53",22/11/1989,DSM,DSM,5.83
LEO.N,BNY Mellon Strategic Municipals Inc,New York Stock Exchange,"386,826,203.34",28/09/1987,LEO,LEO,6.17
BA.N,Boeing Co,New York Stock Exchange,"167,629,577,541.80",05/09/1934,BA,BA,212.09
BCC.N,Boise Cascade Co,New York Stock Exchange,"2,789,214,598.94",06/02/2013,BCC,BCC,79.94
BOKF.OQ,BOK Financial Corp,Nasdaq Stock Exchange Global Select Market,"8,407,703,718.12",24/10/1990,BOKF,BOKF,138.36
BKNG.OQ,Booking Holdings Inc.,Nasdaq Stock Exchange Global Select Market,"156,955,872,645.00",29/03/1999,BKNG,BKNG,208.89
BOOT.N,"Boot Barn Holdings, Inc.",New York Stock Exchange,"4,837,095,283.68",30/10/2014,BOOT,BOOT,159.72
BAH.N,Booz Allen Hamilton Holding Corporation,New York Stock Exchange,"8,929,956,395.52",17/11/2010,BAH,BAH,74.24
BWA.N,BorgWarner Inc.,New York Stock Exchange,"13,175,176,440.26",13/08/1993,BWA,BWA,64.69
BSX.N,Boston Scientific Corp,New York Stock Exchange,"69,809,386,267.42",19/05/1992,BSX,BSX,48.17
BOX.N,Box Inc,New York Stock Exchange,"4,625,604,649.26",23/01/2015,BOX,BOX,33.39
BYD.N,Boyd Gaming Corporation,New York Stock Exchange,"5,858,206,030.82",15/10/1993,BYD,BYD,80.63
BRC.N,Brady Corporation,New York Stock Exchange,"4,432,842,411.10",29/06/1984,BRC,BRC,94.09
BHR.N,Braemar Hotels & Resorts Inc,New York Stock Exchange,"140,792,601.90",06/11/2013,BHR,BHR,2.05
BDN.N,Brandywine Realty Trust,New York Stock Exchange,"562,137,608.34",24/07/1986,BDN,BDN,3.22
BWG.N,Brandywineglobal Global Income Opportunities Fund Inc,New York Stock Exchange,"129,297,137.20",28/03/2012,BWG,BWG,7.70
BFH.N,"Bread Financial Holdings, Inc.",New York Stock Exchange,"4,132,376,466.08",08/06/2001,BFH,BFH,107.56
BFAM.N,Bright Horizons Family Solutions Inc,New York Stock Exchange,"3,621,384,884.76",25/01/2013,BFAM,BFAM,74.46
BRSL.N,Brightstar Lottery PLC,New York Stock Exchange,"2,106,900,763.56",07/04/2015,BRSL,BRSL,11.47
EAT.N,Brinker International Inc,New York Stock Exchange,"10,062,443,859.30",09/01/1984,EAT,EAT,240.93
BMY.N,Bristol-Myers Squibb Company,New York Stock Exchange,"138,026,229,305.92",17/03/1980,BMY,BMY,67.57
VTOL.N,Bristow Group Inc.,New York Stock Exchange,"1,335,372,100.00",22/01/2013,VTOL,VTOL,45.86
BRX.N,Brixmor Property Group Inc,New York Stock Exchange,"9,015,908,644.08",30/10/2013,BRX,BRX,29.38
AVGO.OQ,Broadcom Inc,Nasdaq Stock Exchange Global Select Market,"1,691,747,942,606.82",06/08/2009,AVGO,AVGO,355.59
BR.N,Broadridge Financial Solutions Inc,New York Stock Exchange,"20,706,358,516.80",22/03/2007,BR,BR,181.60
BKD.N,Brookdale Senior Living Inc,New York Stock Exchange,"2,913,570,474.40",22/11/2005,BKD,BKD,12.20
BN.N,Brookfield Corporation,New York Stock Exchange,"102,171,278,048.40",11/08/1997,BN,BN,41.67
BIP.N,Brookfield Infrastructure Partners LP,New York Stock Exchange,"17,781,973,437.90",10/01/2008,BIP,BIP,38.85
OAK_pa.N,Brookfield Oaktree Holdings LLC,New York Stock Exchange,"148,320,000.00",10/04/2012,OAK PR A,OAK PRA,20.52
BPYPP.OQ,Brookfield Property Partners LP,Nasdaq Stock Exchange Global Select Market,"120,409,600.00",15/04/2013,BPYPP,BPYPP,16.35
BRO.N,Brown & Brown Inc,New York Stock Exchange,"24,352,941,782.46",08/12/1997,BRO,BRO,72.78
BFb.N,Brown-Forman Corporation,New York Stock Exchange,"12,989,832,470.40",17/03/1980,BF.B,BF B,28.07
BRT.N,BRT Apartments Corp,New York Stock Exchange,"274,193,911.43",18/03/1980,BRT,BRT,14.59
BRKR.OQ,Bruker Corporation,Nasdaq Stock Exchange Global Select Market,"8,693,622,570.96",04/08/2000,BRKR,BRKR,57.06
BC.N,Brunswick Corp,New York Stock Exchange,"5,162,411,088.76",31/12/1907,BC,BC,79.67
BBW.N,"Build-A-Bear Workshop, Inc.",New York Stock Exchange,"490,214,021.30",28/10/2004,BBW,BBW,39.10
BLDR.N,Builders FirstSource Inc,New York Stock Exchange,"7,388,648,702.19",22/06/2005,BLDR,BLDR,68.67
BG.N,Bunge Global SA,New York Stock Exchange,"21,757,490,679.75",07/08/2001,BG,BG,113.25
BUR.N,Burford Capital Ltd,New York Stock Exchange,"952,996,743.02",21/10/2009,BUR,BUR,4.34
BURL.N,"Burlington Stores, Inc.",New York Stock Exchange,"19,763,223,261.94",02/10/2013,BURL,BURL,313.99
BWXT.N,BWX Technologies Inc,New York Stock Exchange,"14,032,822,456.80",10/07/2010,BWXT,BWXT,153.16
BXP.N,"BXP, Inc.",New York Stock Exchange,"11,224,207,386.80",18/06/1997,BXP,BXP,70.30
CFFI.OQ,C&F Financial Corp,Nasdaq Stock Exchange Global Select Market,"297,822,378.69",16/01/1992,CFFI,CFFI,91.59
CHRW.OQ,"C.H. Robinson Worldwide, Inc.",Nasdaq Stock Exchange Global Select Market,"17,729,841,376.34",15/10/1997,CHRW,CHRW,151.73
CABO.N,Cable One Inc,New York Stock Exchange,"146,557,482.75",11/06/2015,CABO,CABO,25.83
CBT.N,Cabot Corp,New York Stock Exchange,"4,366,950,572.06",17/03/1980,CBT,CBT,84.58
CACI.N,CACI International Inc,New York Stock Exchange,"13,806,465,994.86",16/08/2002,CACI,CACI,624.74
CDNS.OQ,"Cadence Design Systems, Inc.",Nasdaq Stock Exchange Global Select Market,"92,168,529,240.00",01/06/1988,CDNS,CDNS,334.68
CZR.OQ,Caesars Entertainment Inc,Nasdaq Stock Exchange Global Select Market,"6,042,346,233.52",19/09/2014,CZR,CZR,29.66
CSTE.OQ,Caesarstone Ltd,Nasdaq Stock Exchange Global Select Market,"113,412,806.00",21/03/2012,CSTE,CSTE,3.28
CALM.OQ,"Cal-Maine Foods, Inc.",Nasdaq Stock Exchange Global Select Market,"3,879,399,778.58",12/12/1996,CALM,CALM,83.06
CHY.OQ,Calamos Convertible and High Income Fund,Nasdaq Stock Exchange Global Select Market,"1,045,097,385.14",28/05/2003,CHY,CHY,13.01
CHI.OQ,Calamos Convertible Opportunities and Income Fund,Nasdaq Stock Exchange Global Select Market,"1,040,310,484.43",26/06/2002,CHI,CHI,12.89
CCD.OQ,Calamos Dynamic Convertible and Income Fund,Nasdaq Stock Exchange Global Select Market,"713,714,014.20",27/03/2015,CCD,CCD,24.97
CHW.OQ,Calamos Global Dynamic Income Fund,Nasdaq Stock Exchange Global Select Market,"545,401,864.98",26/06/2007,CHW,CHW,8.54
CGO.OQ,Calamos Global Total Return Fund,Nasdaq Stock Exchange Global Select Market,"129,140,470.45",28/10/2005,CGO,CGO,13.14
CSQ.OQ,Calamos Strategic Total Return Fund,Nasdaq Stock Exchange Global Select Market,"3,342,103,193.40",26/03/2004,CSQ,CSQ,20.84
CAL.N,Caleres Inc,New York Stock Exchange,"439,689,748.96",22/05/1981,CAL,CAL,13.09
CRC.N,California Resources Corporation,New York Stock Exchange,"4,666,597,178.22",13/11/2014,CRC,CRC,52.54
CWT.N,California Water Service Group,New York Stock Exchange,"3,108,033,216.26",17/03/1980,CWT,CWT,50.26
CALX.N,"Calix, Inc.",New York Stock Exchange,"2,415,298,618.04",24/03/2010,CALX,CALX,38.36
CALY.N,Callaway Golf Co,New York Stock Exchange,"2,809,755,600.54",28/02/1992,CALY,CALY,15.74
CLMT.OQ,"Calumet, Inc.",Nasdaq Stock Exchange Global Select Market,"4,200,656,602.86",26/01/2006,CLMT,CLMT,47.79
CAC.OQ,Camden National Corp,Nasdaq Stock Exchange Global Select Market,"956,035,032.42",07/10/1997,CAC,CAC,56.58
CPT.N,Camden Property Trust,New York Stock Exchange,"10,819,039,453.50",22/07/1993,CPT,CPT,107.61
CPB.OQ,Campbell's Co,Nasdaq Stock Exchange Global Select Market,"6,927,331,024.89",16/11/1954,CPB,CPB,23.23
CSIQ.OQ,Canadian Solar Inc.,Nasdaq Stock Exchange Global Select Market,"941,727,908.63",09/11/2006,CSIQ,CSIQ,13.87
CCBG.OQ,Capital City Bank Group Inc,Nasdaq Stock Exchange Global Select Market,"874,147,210.76",23/03/1994,CCBG,CCBG,51.08
CCEC.OQ,Capital Clean Energy Carriers Corp,Nasdaq Stock Exchange Global Select Market,"1,360,793,414.80",30/03/2007,CCEC,CCEC,22.60
COF.N,Capital One Financial Corp,New York Stock Exchange,"133,255,041,227.56",16/11/1994,COF,COF,217.21
CSWC.OQ,Capital Southwest Corporation,Nasdaq Stock Exchange Global Select Market,"1,608,642,803.08",17/03/1980,CSWC,CSWC,25.24
CFFN.OQ,Capitol Federal Financial Inc,Nasdaq Stock Exchange Global Select Market,"1,088,547,130.78",01/04/1999,CFFN,CFFN,8.66
CPRI.N,Capri Holdings Ltd,New York Stock Exchange,"1,545,662,004.80",15/12/2011,CPRI,CPRI,13.60
CAPR.OQ,"Capricor Therapeutics, Inc.",Nasdaq Stock Exchange Global Select Market,"544,180,937.04",04/06/2002,CAPR,CAPR,9.36
CAH.N,"Cardinal Health, Inc.",New York Stock Exchange,"55,446,053,555.20",04/08/1983,CAH,CAH,238.40
CTRE.N,"CareTrust REIT, Inc.",New York Stock Exchange,"9,437,550,368.06",20/05/2014,CTRE,CTRE,39.94
CSL.N,Carlisle Companies Incorporated,New York Stock Exchange,"14,524,252,720.76",06/01/1960,CSL,CSL,365.72
CG.OQ,Carlyle Group Inc,Nasdaq Stock Exchange Global Select Market,"17,456,743,774.02",03/05/2012,CG,CG,48.99
KMX.N,Carmax Inc,New York Stock Exchange,"9,059,604,368.64",07/02/1997,KMX,KMX,62.64
CCL.N,Carnival Corporation Ltd,New York Stock Exchange,"35,049,320,955.21",31/07/1987,CCL,CCL,25.59
CRS.N,Carpenter Technology Corporation,New York Stock Exchange,"23,971,478,374.20",22/05/1981,CRS,CRS,483.70
CSV.N,Carriage Services Inc,New York Stock Exchange,"552,068,608.96",09/08/1996,CSV,CSV,34.76
CARE.OQ,Carter Bankshares Inc,Nasdaq Stock Exchange Global Select Market,"697,942,187.19",28/02/2007,CARE,CARE,31.49
CRI.N,"Carter's, Inc.",New York Stock Exchange,"1,258,459,421.80",24/10/2003,CRI,CRI,34.28
CWST.OQ,"Casella Waste Systems, Inc.",Nasdaq Stock Exchange Global Select Market,"5,965,617,912.04",29/10/1997,CWST,CWST,93.74
CASY.OQ,Caseys General Stores Inc,Nasdaq Stock Exchange Global Select Market,"29,867,406,187.68",21/10/1983,CASY,CASY,807.12
CASS.OQ,Cass Information Systems Inc,Nasdaq Stock Exchange Global Select Market,"730,718,861.94",01/07/1996,CASS,CASS,57.06
CAT.N,Caterpillar Inc,New York Stock Exchange,"377,820,581,515.77",02/12/1929,CAT,CAT,821.93
CATY.OQ,Cathay General Bancorp,Nasdaq Stock Exchange Global Select Market,"4,138,925,392.80",14/12/1990,CATY,CATY,62.04
CATO.N,Cato Corp,New York Stock Exchange,"55,286,036.66",22/04/1987,CATO,CATO,2.77
CVCO.OQ,"Cavco Industries, Inc.",Nasdaq Stock Exchange Global Select Market,"4,439,591,585.73",20/06/2003,CVCO,CVCO,577.37
CBZ.N,"CBIZ, Inc.",New York Stock Exchange,"2,970,404,736.46",27/04/1995,CBZ,CBZ,54.74
CBL.N,"CBL & Associates Properties, Inc.",New York Stock Exchange,"1,704,945,910.70",28/10/1993,CBL,CBL,55.10
IGR.N,CBRE Global Real Estate Income Fund,New York Stock Exchange,"706,625,950.20",25/02/2004,IGR,IGR,4.66
CBRE.N,"CBRE Group, Inc.",New York Stock Exchange,"43,540,541,807.28",10/06/2004,CBRE,CBRE,150.36
CDW.OQ,CDW Corporation,Nasdaq Stock Exchange Global Select Market,"17,684,965,081.96",27/06/2013,CDW,CDW,141.46
CECO.OQ,CECO Environmental Corp.,Nasdaq Stock Exchange Global Select Market,"4,119,216,143.90",02/12/1980,CECO,CECO,70.33
CDR_pb.N,Cedar Realty Trust Inc,New York Stock Exchange,"14,099,884.38",17/12/1986,CDR PR B,CDR PRB,16.74
CE.N,Celanese Corp,New York Stock Exchange,"4,905,776,992.20",21/01/2005,CE,CE,44.70
COR.N,"Cencora, Inc.",New York Stock Exchange,"62,551,236,415.35",28/05/1996,COR,COR,327.79
CNC.N,Centene Corp,New York Stock Exchange,"32,341,852,650.00",13/12/2001,CNC,CNC,65.47
CNP.N,"CenterPoint Energy, Inc.",New York Stock Exchange,"26,078,736,201.92",16/08/1943,CNP,CNP,39.59
CSR.N,Centerspace,New York Stock Exchange,"897,143,546.42",17/10/1997,CSR,CSR,53.42
CEE.N,Central and Eastern Europe Fund Inc,New York Stock Exchange,"131,447,111.04",28/02/1990,CEE,CEE,20.16
CBC.OQ,"Central Bancompany, Inc.",Nasdaq Stock Exchange Global Select Market,"7,750,386,103.88",06/07/2009,CBC,CBC,32.36
