Identifier (RIC),Company Name,Exchange Name,Market Cap,IPO Date,Ticker Symbol,Trading Symbol,"Price Close
(USD)"
KTOS.OQ,"Kratos Defense & Security Solutions, Inc.",Nasdaq Stock Exchange Global Select Market,"9,936,089,838.11",05/11/1999,KTOS,KTOS,52.93
KR.N,Kroger Co,New York Stock Exchange,"35,845,992,469.82",26/01/1928,KR,KR,56.93
KRO.N,"Kronos Worldwide, Inc.",New York Stock Exchange,"1,011,707,165.64",04/12/2003,KRO,KRO,8.76
KLIC.OQ,Kulicke and Soffa Industries Inc,Nasdaq Stock Exchange Global Select Market,"4,441,695,281.20",17/03/1980,KLIC,KLIC,84.88
KURA.OQ,"Kura Oncology, Inc.",Nasdaq Stock Exchange Global Select Market,"1,161,825,684.14",05/11/2015,KURA,KURA,13.06
KVHI.OQ,KVH Industries Inc,Nasdaq Stock Exchange Global Select Market,"136,782,853.48",02/04/1996,KVHI,KVHI,7.54
KYNB.OQ,"Kyntra Bio, Inc.",Nasdaq Stock Exchange Global Select Market,"32,818,150.02",14/11/2014,KYNB,KYNB,8.11
FSTR.OQ,L B Foster Co,Nasdaq Stock Exchange Global Select Market,"395,227,495.91",09/06/1981,FSTR,FSTR,37.57
LHX.N,"L3Harris Technologies, Inc.",New York Stock Exchange,"48,966,995,423.36",13/07/1955,LHX,LHX,261.98
LZB.N,La-Z-Boy Inc,New York Stock Exchange,"1,295,306,614.14",20/08/1987,LZB,LZB,32.73
LH.N,Labcorp Holdings Inc.,New York Stock Exchange,"27,226,892,000.00",24/04/1991,LH,LH,336.54
LADR.N,Ladder Capital Corp,New York Stock Exchange,"1,250,891,887.58",06/02/2014,LADR,LADR,9.83
LKFN.OQ,Lakeland Financial Corp,Nasdaq Stock Exchange Global Select Market,"1,478,295,744.80",08/03/1994,LKFN,LKFN,59.47
LRCX.OQ,Lam Research Corporation,Nasdaq Stock Exchange Global Select Market,"391,513,314,480.00",11/05/1984,LRCX,LRCX,312.88
LAMR.OQ,Lamar Advertising Co,Nasdaq Stock Exchange Global Select Market,"15,433,520,974.32",02/08/1996,LAMR,LAMR,151.98
LSTR.OQ,"Landstar System, Inc.",Nasdaq Stock Exchange Global Select Market,"6,163,963,687.75",05/03/1993,LSTR,LSTR,181.63
LVS.N,Las Vegas Sands Corp.,New York Stock Exchange,"29,943,225,736.32",15/12/2004,LVS,LVS,44.24
LSCC.OQ,Lattice Semiconductor Corporation,Nasdaq Stock Exchange Global Select Market,"16,949,892,660.48",09/11/1989,LSCC,LSCC,119.34
LGI.N,Lazard Global Total Return and Income Fund Inc,New York Stock Exchange,"239,698,391.64",28/04/2004,LGI,LGI,18.49
LAZ.N,"Lazard, Inc.",New York Stock Exchange,"4,169,909,975.88",05/05/2005,LAZ,LAZ,43.22
LCII.N,LCI Industries,New York Stock Exchange,"2,503,842,105.93",23/09/2014,LCII,LCII,102.30
LEA.N,Lear Corporation,New York Stock Exchange,"6,136,987,136.88",06/04/1994,LEA,LEA,123.57
LEE.OQ,Lee Enterprises Inc,Nasdaq Stock Exchange Global Select Market,"184,355,203.88",17/03/1980,LEE,LEE,8.27
LEG.N,"Leggett & Platt, Incorporated",New York Stock Exchange,,25/06/1979,LEG,LEG,
LDOS.N,"Leidos Holdings, Inc.",New York Stock Exchange,"17,246,394,282.87",13/10/2006,LDOS,LDOS,139.86
TREE.OQ,"LendingTree, Inc.",Nasdaq Stock Exchange Global Select Market,"418,378,917.80",16/02/2000,TREE,TREE,29.80
LEN.N,Lennar Corp,New York Stock Exchange,"20,947,212,351.24",27/07/1972,LEN,LEN,85.11
LII.N,Lennox International Inc,New York Stock Exchange,"13,607,228,961.00",28/07/1999,LII,LII,391.15
DRS.OQ,Leonardo DRS Inc,Nasdaq Stock Exchange Global Select Market,"10,302,012,479.00",24/06/1985,DRS,DRS,38.60
LSAK.OQ,Lesaka Technologies Inc,Nasdaq Stock Exchange Global Select Market,"390,375,412.70",03/08/2005,LSAK,LSAK,4.55
LGIH.OQ,"LGI Homes, Inc.",Nasdaq Stock Exchange Global Select Market,"1,353,514,395.84",07/11/2013,LGIH,LGIH,58.22
USA.N,Liberty All-Star Equity Fund,New York Stock Exchange,"1,846,233,924.47",24/10/1986,USA,USA,5.99
ASG.N,Liberty All-Star Growth Fund Inc,New York Stock Exchange,"334,517,804.25",06/03/1986,ASG,ASG,5.25
LBTYA.OQ,Liberty Global Ltd,Nasdaq Stock Exchange Global Select Market,"3,662,804,567.48",02/06/2004,LBTYA,LBTYA,10.78
LILA.OQ,Liberty Latin America Ltd.,Nasdaq Stock Exchange Global Select Market,"1,679,384,000.00",10/07/2015,LILA,LILA,8.66
LFCR.OQ,"Lifecore Biomedical, Inc.",Nasdaq Stock Exchange Global Select Market,"176,016,729.00",15/02/1996,LFCR,LFCR,4.65
LCUT.OQ,Lifetime Brands Inc,Nasdaq Stock Exchange Global Select Market,"209,888,072.68",05/06/1991,LCUT,LCUT,9.13
LITB.N,LightInTheBox Holding Co Ltd,New York Stock Exchange,"60,994,591.54",06/06/2013,LITB,LITB,3.24
LMNR.OQ,Limoneira Co,Nasdaq Stock Exchange Global Select Market,"244,782,094.50",08/11/2001,LMNR,LMNR,13.50
LINC.OQ,Lincoln Educational Services Corp,Nasdaq Stock Exchange Global Select Market,"812,387,077.19",23/06/2005,LINC,LINC,25.61
LECO.OQ,"Lincoln Electric Holdings, Inc.",Nasdaq Stock Exchange Global Select Market,"15,813,210,220.84",27/10/1993,LECO,LECO,290.12
LNC.N,Lincoln National Corp,New York Stock Exchange,"8,293,498,595.52",20/08/1969,LNC,LNC,43.51
LNN.N,Lindsay Corporation,New York Stock Exchange,"1,160,574,845.05",12/10/1988,LNN,LNN,114.26
LQDT.OQ,Liquidity Services Inc,Nasdaq Stock Exchange Global Select Market,"1,312,481,478.02",23/02/2006,LQDT,LQDT,41.89
LAD.N,Lithia Motors Inc,New York Stock Exchange,"8,137,050,387.40",18/12/1996,LAD,LAD,371.04
LAR.N,Lithium Argentina AG,New York Stock Exchange,"1,101,272,905.59",16/07/2008,LAR,LAR,6.91
LFUS.OQ,"Littelfuse, Inc.",Nasdaq Stock Exchange Global Select Market,"10,634,963,343.84",22/09/1992,LFUS,LFUS,418.72
LIVN.OQ,LivaNova PLC,Nasdaq Stock Exchange Global Select Market,"4,405,827,754.79",19/10/2015,LIVN,LIVN,79.97
LYV.N,"Live Nation Entertainment, Inc.",New York Stock Exchange,"42,547,723,993.20",14/12/2005,LYV,LYV,180.64
LOB.N,"Live Oak Bancshares, Inc.",New York Stock Exchange,"1,850,881,963.80",23/07/2015,LOB,LOB,39.98
LPSN.OQ,LivePerson Inc,Nasdaq Stock Exchange Global Select Market,"33,434,074.87",07/04/2000,LPSN,LPSN,2.71
RAMP.N,Liveramp Holdings Inc,New York Stock Exchange,"2,287,715,172.66",14/12/1983,RAMP,RAMP,37.75
LKQ.OQ,LKQ Corp,Nasdaq Stock Exchange Global Select Market,"6,514,803,714.50",03/10/2003,LKQ,LKQ,25.75
SCD.N,LMP Capital And Income Fund Inc,New York Stock Exchange,"356,422,588.16",25/02/2004,SCD,SCD,15.62
LMT.N,Lockheed Martin Corp,New York Stock Exchange,"130,539,865,711.86",11/10/1961,LMT,LMT,565.89
L.N,Loews Corporation,New York Stock Exchange,"22,683,299,811.20",13/03/1959,L,L,109.82
LPX.N,Louisiana-Pacific Corporation,New York Stock Exchange,"4,979,945,260.20",27/12/1972,LPX,LPX,70.72
LOW.N,Lowe's Companies Inc,New York Stock Exchange,"117,950,333,144.76",19/12/1979,LOW,LOW,206.74
LPLA.OQ,LPL Financial Holdings Inc.,Nasdaq Stock Exchange Global Select Market,"28,366,516,261.05",18/11/2010,LPLA,LPLA,360.25
LXU.N,"LSB Industries, Inc.",New York Stock Exchange,"749,494,016.64",08/07/1999,LXU,LXU,10.44
LYTS.OQ,LSI Industries Inc,Nasdaq Stock Exchange Global Select Market,"744,160,429.08",12/03/1985,LYTS,LYTS,20.27
LTC.N,"LTC Properties, Inc.",New York Stock Exchange,"2,184,792,468.39",18/08/1992,LTC,LTC,40.69
LULU.OQ,lululemon athletica inc.,Nasdaq Stock Exchange Global Select Market,"13,211,998,359.30",01/05/2007,LULU,LULU,116.35
LUMN.N,"Lumen Technologies, Inc.",New York Stock Exchange,"6,281,502,510.36",24/10/1978,LUMN,LUMN,6.14
LFT.N,Lument Finance Trust Inc,New York Stock Exchange,"38,493,327.01",22/03/2013,LFT,LFT,0.73
LITE.OQ,Lumentum Holdings Inc.,Nasdaq Stock Exchange Global Select Market,"84,230,991,000.00",23/07/2015,LITE,LITE,939.03
LXFR.N,Luxfer Holdings PLC,New York Stock Exchange,"496,968,480.00",03/10/2012,LXFR,LXFR,17.15
LXP.N,LXP Industrial Trust,New York Stock Exchange,"3,595,803,531.36",22/10/1993,LXP,LXP,61.06
LYB.N,LyondellBasell Industries N.V.,New York Stock Exchange,"20,228,636,554.24",28/04/2010,LYB,LYB,63.06
MTB.N,M&T Bank Corporation,New York Stock Exchange,"34,882,303,923.48",17/03/1980,MTB,MTB,238.68
MHO.N,M/I Homes Inc,New York Stock Exchange,"3,850,352,790.99",03/11/1993,MHO,MHO,150.96
MTSI.OQ,"MACOM Technology Solutions Holdings, Inc.",Nasdaq Stock Exchange Global Select Market,"20,823,298,046.46",15/03/2012,MTSI,MTSI,272.66
MGNX.OQ,MacroGenics Inc,Nasdaq Stock Exchange Global Select Market,"257,348,755.48",10/10/2013,MGNX,MGNX,4.04
M.N,Macy's Inc,New York Stock Exchange,"6,002,526,110.28",05/02/1992,M,M,22.51
MSGS.N,Madison Square Garden Sports Corp.,New York Stock Exchange,"9,594,652,491.45",17/09/2015,MSGS,MSGS,393.65
MDGL.OQ,"Madrigal Pharmaceuticals, Inc.",Nasdaq Stock Exchange Global Select Market,"12,450,351,418.88",06/02/2007,MDGL,MDGL,538.88
MX.N,Magnachip Semiconductor Corp,New York Stock Exchange,"119,022,961.86",10/03/2011,MX,MX,3.24
MAGN.N,Magnera Corporation,New York Stock Exchange,"445,710,000.00",22/05/1981,MAGN,MAGN,12.33
MGNI.OQ,"Magnite, Inc.",Nasdaq Stock Exchange Global Select Market,"3,353,256,790.66",04/02/2014,MGNI,MGNI,23.38
MAIN.N,Main Street Capital Corp,New York Stock Exchange,"5,463,699,376.23",08/10/2007,MAIN,MAIN,58.59
MMYT.OQ,MakeMyTrip Limited,Nasdaq Stock Exchange Global Select Market,"5,564,510,443.92",12/08/2010,MMYT,MMYT,59.16
MANU.N,Manchester United PLC,New York Stock Exchange,"4,052,207,389.50",10/08/2012,MANU,MANU,22.52
MANH.OQ,"Manhattan Associates, Inc.",Nasdaq Stock Exchange Global Select Market,"12,587,460,405.08",23/04/1998,MANH,MANH,215.89
MTW.N,Manitowoc Company Inc,New York Stock Exchange,"701,405,297.05",07/10/1971,MTW,MTW,19.01
MAN.N,ManpowerGroup Inc,New York Stock Exchange,"2,881,485,117.20",03/05/1988,MAN,MAN,62.21
MPC.N,Marathon Petroleum Corporation,New York Stock Exchange,"101,734,386,892.01",23/06/2011,MPC,MPC,363.54
MCHX.OQ,Marchex Inc,Nasdaq Stock Exchange Global Select Market,"80,916,649.25",31/03/2004,MCHX,MCHX,1.83
MMI.N,Marcus & Millichap Inc,New York Stock Exchange,"1,219,446,296.60",31/10/2013,MMI,MMI,31.77
MCS.N,Marcus Corp,New York Stock Exchange,"913,248,549.58",21/09/1972,MCS,MCS,29.35
HZO.N,MarineMax Inc,New York Stock Exchange,"1,150,939,760.85",17/02/2005,HZO,HZO,52.11
MKL.N,Markel Group Inc.,New York Stock Exchange,"22,494,836,046.06",12/12/1986,MKL,MKL,"1,805.82"
MKTX.OQ,MarketAxess Holdings Inc.,Nasdaq Stock Exchange Global Select Market,"5,719,548,645.32",05/11/2004,MKTX,MKTX,162.52
MAR.OQ,"Marriott International, Inc.",Nasdaq Stock Exchange Global Select Market,"93,529,044,516.96",23/03/1998,MAR,MAR,358.67
VAC.N,Marriott Vacations Worldwide Corporation,New York Stock Exchange,"3,947,894,829.60",08/11/2011,VAC,VAC,111.44
MRSH.N,Marsh & McLennan Companies Inc,New York Stock Exchange,"92,225,849,653.68",04/06/1969,MRSH,MRSH,190.00
MRTN.OQ,"Marten Transport, Ltd.",Nasdaq Stock Exchange Global Select Market,"1,180,827,733.74",25/09/1986,MRTN,MRTN,14.46
MLM.N,"Martin Marietta Materials, Inc.",New York Stock Exchange,"37,795,094,712.76",17/02/1994,MLM,MLM,528.59
MMLP.OQ,Martin Midstream Partners LP,Nasdaq Stock Exchange Global Select Market,"86,856,802.92",01/11/2002,MMLP,MMLP,2.29
MRVL.OQ,"Marvell Technology, Inc.",Nasdaq Stock Exchange Global Select Market,"214,943,482,112.43",27/06/2000,MRVL,MRVL,245.11
MAS.N,Masco Corporation,New York Stock Exchange,"14,512,994,848.00",05/05/1969,MAS,MAS,72.79
MTZ.N,MasTec Inc,New York Stock Exchange,"19,974,249,716.04",17/03/1980,MTZ,MTZ,251.13
MA.N,Mastercard Incorporated,New York Stock Exchange,"524,265,668,791.80",25/05/2006,MA,MA,591.73
MTDR.N,Matador Resources Company,New York Stock Exchange,"6,837,420,434.00",02/02/2012,MTDR,MTDR,56.74
MTCH.OQ,"Match Group, Inc.",Nasdaq Stock Exchange Global Select Market,"9,657,209,938.95",28/12/1992,MTCH,MTCH,42.07
MTRN.N,Materion Corporation,New York Stock Exchange,"4,917,800,786.25",17/03/1980,MTRN,MTRN,246.15
MATV.N,"Mativ Holdings, Inc.",New York Stock Exchange,"680,493,908.34",09/11/1995,MATV,MATV,12.18
MTRX.OQ,Matrix Service Co,Nasdaq Stock Exchange Global Select Market,"302,157,549.00",26/09/1990,MTRX,MTRX,10.74
MATX.N,Matson Inc,New York Stock Exchange,"6,628,101,465.70",17/03/1980,MATX,MATX,222.07
MAT.OQ,Mattel Inc,Nasdaq Stock Exchange Global Select Market,"4,351,211,000.00",12/08/1963,MAT,MAT,15.23
MATW.OQ,Matthews International Corp,Nasdaq Stock Exchange Global Select Market,"672,643,878.15",20/07/1994,MATW,MATW,21.55
MLP.N,Maui Land & Pineapple Company Inc,New York Stock Exchange,"317,547,888.45",27/10/1993,MLP,MLP,15.84
MMS.N,"Maximus, Inc.",New York Stock Exchange,"3,087,537,284.11",13/06/1997,MMS,MMS,59.54
MXL.OQ,"MaxLinear, Inc.",Nasdaq Stock Exchange Global Select Market,"5,713,671,033.00",24/03/2010,MXL,MXL,63.00
MBI.N,MBIA Inc,New York Stock Exchange,"255,592,384.44",30/06/1987,MBI,MBI,4.80
MKC.N,"McCormick & Company, Incorporated",New York Stock Exchange,"14,808,541,774.50",17/03/1980,MKC,MKC,54.54
MCD.N,McDonald's Corp,New York Stock Exchange,"188,890,753,869.83",21/04/1965,MCD,MCD,260.06
MUX.N,McEwen Inc,New York Stock Exchange,"1,290,984,228.64",07/05/1980,MUX,MUX,21.66
MGRC.OQ,McGrath RentCorp,Nasdaq Stock Exchange Global Select Market,"2,788,189,431.45",13/11/1984,MGRC,MGRC,114.15
MCK.N,McKesson Corp,New York Stock Exchange,"104,540,748,983.95",10/11/1994,MCK,MCK,890.51
MDU.N,"MDU Resources Group, Inc.",New York Stock Exchange,"4,267,990,462.24",22/05/1981,MDU,MDU,20.18
MCHB.OQ,Mechanics Bancorp,Nasdaq Stock Exchange Global Select Market,"3,553,895,469.45",10/02/2012,MCHB,MCHB,16.05
MFIN.OQ,Medallion Financial Corp,Nasdaq Stock Exchange Global Select Market,"269,094,118.28",23/05/1996,MFIN,MFIN,11.72
MPT.N,Medical Properties Trust Inc,New York Stock Exchange,"2,436,576,000.00",08/07/2005,MPT,MPT,4.03
MED.N,Medifast Inc,New York Stock Exchange,"136,628,190.66",30/12/1993,MED,MED,12.16
MDT.N,Medtronic PLC,New York Stock Exchange,"117,783,838,829.22",21/11/1977,MDT,MDT,89.97
MLCO.OQ,Melco Resorts & Entertainment Ltd,Nasdaq Stock Exchange Global Select Market,"2,057,120,380.83",07/12/2011,MLCO,MLCO,5.41
MELI.OQ,"MercadoLibre, Inc.",Nasdaq Stock Exchange Global Select Market,"98,881,070,492.88",10/08/2007,MELI,MELI,"1,950.44"
MBWM.OQ,Mercantile Bank Corp,Nasdaq Stock Exchange Global Select Market,"1,035,081,428.52",24/10/1997,MBWM,MBWM,59.88
MERC.OQ,Mercer International Inc,Nasdaq Stock Exchange Global Select Market,"27,678,447.63",20/07/1988,MERC,MERC,0.41
MRK.N,Merck & Co Inc,New York Stock Exchange,"377,723,977,777.80",01/01/1941,MRK,MRK,149.54
MCY.N,Mercury General Corporation,New York Stock Exchange,"5,819,683,038.89",21/11/1985,MCY,MCY,102.64
MRCY.OQ,Mercury Systems Inc,Nasdaq Stock Exchange Global Select Market,"5,397,819,298.08",30/01/1998,MRCY,MRCY,89.76
MMSI.OQ,Merit Medical Systems Inc,Nasdaq Stock Exchange Global Select Market,"5,406,181,426.80",16/09/1954,MMSI,MMSI,90.54
MTH.N,Meritage Homes Corp,New York Stock Exchange,"4,707,524,737.39",21/07/1988,MTH,MTH,70.53
MLAB.OQ,"Mesa Laboratories, Inc.",Nasdaq Stock Exchange Global Select Market,"711,514,743.35",29/02/1984,MLAB,MLAB,127.15
MTR.N,Mesa Royalty Trust,New York Stock Exchange,"4,826,698.10",17/03/1980,MTR,MTR,2.30
MSB.N,Mesabi Trust,New York Stock Exchange,"303,072,231.00",17/03/1980,MSB,MSB,23.59
META.OQ,"Meta Platforms, Inc.",Nasdaq Stock Exchange Global Select Market,"1,467,720,236,471.50",18/05/2012,META,META,576.14
MTUS.N,Metallus Inc,New York Stock Exchange,"804,116,109.60",19/06/2014,MTUS,MTUS,19.90
MEI.N,"Methode Electronics, Inc.",New York Stock Exchange,"605,543,710.52",20/10/1982,MEI,MEI,17.78
MET.N,"MetLife, Inc.",New York Stock Exchange,"61,336,232,994.04",05/04/2000,MET,MET,96.25
MTD.N,Mettler-Toledo International Inc.,New York Stock Exchange,"28,020,326,299.14",14/11/1997,MTD,MTD,"1,407.43"
MXE.N,Mexico Equity and Income Fund Inc,New York Stock Exchange,"59,314,377.30",21/08/1990,MXE,MXE,13.42
MXF.N,Mexico Fund Inc,New York Stock Exchange,"318,395,035.20",04/06/1981,MXF,MXF,22.01
MFA.N,"MFA Financial, Inc.",New York Stock Exchange,"889,573,854.40",13/04/1998,MFA,MFA,8.86
MGEE.OQ,"MGE Energy, Inc.",Nasdaq Stock Exchange Global Select Market,"2,999,672,712.68",17/03/1980,MGEE,MGEE,79.39
MTG.N,MGIC Investment Corporation,New York Stock Exchange,"6,418,356,243.60",06/08/1991,MTG,MTG,31.08
MGM.N,MGM Resorts International,New York Stock Exchange,"10,934,221,175.76",13/12/1989,MGM,MGM,42.97
MGPI.OQ,"MGP Ingredients, Inc.",Nasdaq Stock Exchange Global Select Market,"373,461,485.44",21/10/1988,MGPI,MGPI,17.44
MCHP.OQ,Microchip Technology Inc,Nasdaq Stock Exchange Global Select Market,"40,209,793,568.55",19/03/1993,MCHP,MCHP,74.05
MU.OQ,"Micron Technology, Inc.",Nasdaq Stock Exchange Global Select Market,"1,059,822,532,898.40",01/06/1984,MU,MU,938.40
MSFT.OQ,Microsoft Corporation,Nasdaq Stock Exchange Global Select Market,"3,685,818,015,367.67",13/03/1986,MSFT,MSFT,496.37
MAA.N,Mid-America Apartment Communities Inc,New York Stock Exchange,"15,256,887,345.50",28/01/1994,MAA,MAA,128.79
MFIC.OQ,MidCap Financial Investment Corp,Nasdaq Stock Exchange Global Select Market,"794,072,133.92",06/04/2004,MFIC,MFIC,9.64
MSEX.OQ,Middlesex Water Company,Nasdaq Stock Exchange Global Select Market,"1,102,559,280.46",16/09/1958,MSEX,MSEX,58.51
MLR.N,Miller Industries Inc,New York Stock Exchange,"649,344,924.80",02/08/1994,MLR,MLR,57.83
MLKN.OQ,"MillerKnoll, Inc.",Nasdaq Stock Exchange Global Select Market,"1,589,315,142.54",25/09/1970,MLKN,MLKN,23.33
TIGO.OQ,Millicom International Cellular S.A.,Nasdaq Stock Exchange Global Select Market,"16,110,785,255.04",01/01/2004,TIGO,TIGO,96.16
MTX.N,Minerals Technologies Inc.,New York Stock Exchange,"2,243,449,877.34",23/10/1992,MTX,MTX,72.29
MG.N,Mistras Group Inc,New York Stock Exchange,"598,777,988.40",08/10/2009,MG,MG,19.25
MOD.N,Modine Manufacturing Company,New York Stock Exchange,"9,948,010,208.40",20/09/1982,MOD,MOD,186.31
MC.N,Moelis & Company,New York Stock Exchange,"5,260,464,060.28",16/04/2014,MC,MC,68.63
MHK.N,"Mohawk Industries, Inc.",New York Stock Exchange,"8,952,950,624.65",01/04/1992,MHK,MHK,129.80
MOH.N,Molina Healthcare Inc,New York Stock Exchange,"10,566,846,000.00",02/07/2003,MOH,MOH,198.75
TAP.N,Molson Coors Beverage Company,New York Stock Exchange,"7,442,681,212.10",17/03/1980,TAP,TAP,41.66
MCRI.OQ,"Monarch Casino & Resort, Inc.",Nasdaq Stock Exchange Global Select Market,"2,226,335,558.62",06/08/1993,MCRI,MCRI,124.22
MDLZ.OQ,Mondelez International Inc,Nasdaq Stock Exchange Global Select Market,"80,420,170,671.57",13/06/2001,MDLZ,MDLZ,63.01
MPWR.OQ,Monolithic Power Systems Inc,Nasdaq Stock Exchange Global Select Market,"64,076,574,840.00",19/11/2004,MPWR,MPWR,"1,303.88"
MNRO.OQ,"Monro, Inc.",Nasdaq Stock Exchange Global Select Market,"394,239,796.60",30/07/1991,MNRO,MNRO,12.61
MNST.OQ,Monster Beverage Corporation,Nasdaq Stock Exchange Global Select Market,"93,517,135,478.20",09/12/1985,MNST,MNST,47.81
MCO.N,Moody's Corporation,New York Stock Exchange,"89,110,275,317.20",19/06/1998,MCO,MCO,509.02
MOGa.N,Moog Inc,New York Stock Exchange,"12,165,810,308.44",22/05/1981,MOG.A,MOG A,383.23
MS.N,Morgan Stanley,New York Stock Exchange,"336,226,831,791.36",21/03/1986,MS,MS,214.86
CAF.N,Morgan Stanley China A Share Fund Inc,New York Stock Exchange,"254,285,551.80",28/09/2006,CAF,CAF,18.90
MSD.N,Morgan Stanley Emerging Markets Debt Fund Inc,New York Stock Exchange,"146,879,114.58",16/07/1993,MSD,MSD,7.28
EDD.N,Morgan Stanley Emerging Markets Domestic Debt Fund Inc,New York Stock Exchange,"379,001,556.36",24/04/2007,EDD,EDD,5.88
IIF.N,Morgan Stanley India Investment Fund Inc,New York Stock Exchange,"219,081,474.40",19/11/2013,IIF,IIF,23.20
MORN.OQ,"Morningstar, Inc.",Nasdaq Stock Exchange Global Select Market,"7,969,383,023.24",03/05/2005,MORN,MORN,212.44
MOS.N,Mosaic Co,New York Stock Exchange,"7,680,358,807.36",25/10/2004,MOS,MOS,23.76
MPAA.OQ,Motorcar Parts of America Inc,Nasdaq Stock Exchange Global Select Market,"216,974,552.22",23/03/1994,MPAA,MPAA,11.46
MSI.N,Motorola Solutions Inc,New York Stock Exchange,"80,641,813,016.64",17/03/1980,MSI,MSI,486.54
MOV.N,Movado Group Inc,New York Stock Exchange,"564,918,289.00",30/09/1993,MOV,MOV,34.52
MPLX.N,MPLX LP,New York Stock Exchange,"60,142,071,449.32",26/10/2012,MPLX,MPLX,59.51
MSA.N,MSA Safety Incorporated,New York Stock Exchange,"7,350,623,445.28",12/07/2004,MSA,MSA,191.67
MSM.N,"MSC Industrial Direct Co., Inc.",New York Stock Exchange,"6,841,171,505.00",15/12/1995,MSM,MSM,122.01
MSCI.N,MSCI Inc,New York Stock Exchange,"41,018,794,000.00",15/11/2007,MSCI,MSCI,569.15
MLI.N,Mueller Industries Inc,New York Stock Exchange,"14,173,303,343.04",25/02/1991,MLI,MLI,64.18
MWA.N,"Mueller Water Products, Inc.",New York Stock Exchange,"3,945,295,908.33",26/05/2006,MWA,MWA,24.72
MUR.N,Murphy Oil Corp,New York Stock Exchange,"4,973,891,226.25",04/12/1961,MUR,MUR,35.95
MUSA.N,Murphy USA Inc.,New York Stock Exchange,"9,771,727,679.08",19/08/2013,MUSA,MUSA,509.08
MYE.N,Myers Industries Inc,New York Stock Exchange,"1,253,057,911.70",17/09/1971,MYE,MYE,33.29
MYRG.OQ,MYR Group Inc,Nasdaq Stock Exchange Global Select Market,"4,870,528,477.50",09/09/2008,MYRG,MYRG,312.83
MYGN.OQ,"Myriad Genetics, Inc.",Nasdaq Stock Exchange Global Select Market,"298,426,892.40",06/10/1995,MYGN,MYGN,3.12
NBR.N,Nabors Industries Ltd.,New York Stock Exchange,"1,294,855,849.56",03/11/2005,NBR,NBR,91.66
NC.N,NACCO Industries Inc,New York Stock Exchange,"322,394,810.40",17/03/1980,NC,NC,43.13
NSSC.OQ,"NAPCO Security Technologies, Inc.",Nasdaq Stock Exchange Global Select Market,"1,278,006,254.01",29/12/1981,NSSC,NSSC,35.73
NDAQ.OQ,Nasdaq Inc,Nasdaq Stock Exchange Global Select Market,"55,601,479,192.84",08/07/2002,NDAQ,NDAQ,99.47
NTRA.OQ,"Natera, Inc.",Nasdaq Stock Exchange Global Select Market,"48,785,594,336.50",02/07/2015,NTRA,NTRA,338.45
NATH.OQ,Nathan's Famous Inc,Nasdaq Stock Exchange Global Select Market,"400,259,526.48",01/03/1993,NATH,NATH,97.68
NBHC.N,National Bank Holdings Corp,New York Stock Exchange,"1,839,928,686.57",20/09/2012,NBHC,NBHC,41.20
FIZZ.OQ,National Beverage Corp.,Nasdaq Stock Exchange Global Select Market,"3,085,454,881.92",13/09/1991,FIZZ,FIZZ,32.96
NCMI.OQ,National Cinemedia Inc,Nasdaq Stock Exchange Global Select Market,"248,345,969.52",08/02/2007,NCMI,NCMI,2.64
NFG.N,National Fuel Gas Company,New York Stock Exchange,"7,938,166,668.48",25/07/1955,NFG,NFG,82.87
NHI.N,"National Health Investors, Inc.",New York Stock Exchange,"3,604,214,751.26",24/07/1991,NHI,NHI,72.56
NPK.N,National Presto Industries Inc,New York Stock Exchange,"1,078,616,527.05",17/03/1980,NPK,NPK,153.43
NGVC.N,Natural Grocers by Vitamin Cottage Inc,New York Stock Exchange,"641,826,950.35",25/07/2012,NGVC,NGVC,27.24
NRP.N,Natural Resource Partners L.P.,New York Stock Exchange,"1,455,425,254.08",11/10/2002,NRP,NRP,110.32
NTZ.N,Natuzzi SpA,New York Stock Exchange,"11,014,609.00",13/05/1993,NTZ,NTZ,1.00
NAVI.OQ,Navient Corporation,Nasdaq Stock Exchange Global Select Market,"878,754,468.36",17/04/2014,NAVI,NAVI,9.37
NVGS.N,Navigator Holdings Ltd.,New York Stock Exchange,"1,320,872,367.96",21/11/2013,NVGS,NVGS,21.96
NMM.N,Navios Maritime Partners L.P.,New York Stock Exchange,"2,427,462,462.60",13/11/2007,NMM,NMM,88.40
NBTB.OQ,NBT Bancorp Inc.,Nasdaq Stock Exchange Global Select Market,"2,676,462,742.11",17/03/1992,NBTB,NBTB,51.51
VYX.N,NCR Voyix Corporation,New York Stock Exchange,"1,226,060,694.24",11/12/1996,VYX,VYX,9.18
NBIS.OQ,Nebius Group NV,Nasdaq Stock Exchange Global Select Market,"58,157,986,786.74",01/05/2011,NBIS,NBIS,213.93
NXH.OQ,"Neighborhood Intelligence, Inc.",Nasdaq Stock Exchange Global Select Market,"569,657,993.50",30/05/2002,NXH,NXH,4.01
NNI.N,"Nelnet, Inc.",New York Stock Exchange,"4,571,896,587.64",11/12/2003,NNI,NNI,127.38
NEOG.OQ,Neogen Corporation,Nasdaq Stock Exchange Global Select Market,"2,551,840,258.50",23/08/1989,NEOG,NEOG,11.70
NSLR.OQ,Neostellar Capital Corp,Nasdaq Stock Exchange Global Select Market,"271,615,257.72",28/04/2011,NSLR,NSLR,10.26
